country_code,company_code,account_number,vendor_name,vendor_group,vendor_country_code,resident_foreigner_indicator,document_number,document_header_text,financial_line_number,item_text,document_date,posting_date,entry_date,fiscal_year,fiscal_period,document_type,document_status_indicator,reference_number,reference_key,assignment_number,transaction_code,posting_key,clearing_document,clearing_date,clearing_fiscal_year,invoice_number,invoice_line_number,invoice_fiscal_year,currency_key,amount_document_currency,local_currency,amount_local_currency,second_local_currency,second_local_currency_amount,debit_credit_indicator,general_ledger_account,general_ledger_account_name,special_gl_transaction_type,special_gl_indicator,sales_tax_code,baseline_date,due_date,real_difference,payment_terms_code,payment_terms_description,payment_terms_days,payment_terms_date_indicator,company_payment_terms_code,company_payment_terms_description,company_payment_terms_days,company_payment_terms_date_indicator,cash_discount_days_1,cash_discount_percentage_1,cash_discount_days_2,cash_discount_percentage_2,net_payment_terms_period,eligible_cash_discount_document_amount,cash_discount_local_amount,cash_discount_document_amount,payment_method,payment_date,payment_on_time,payment_block,last_dunned_date,partner_bank_type,settlement_reference_date,third_currency_penalty_amount,general_ledger_updating_amount,general_ledger_update_currency,purchasing_document_number,purchasing_line_number,username,exchange_rate,vendor_blocking_request_1,vendor_blocking_request_2,vendor_blocking_request_3,id_for_account_details,short_key_for_a_house_bank,__partition_column,__insert_gmt_ts,__update_gmt_ts,Key,amount_w_cents,reference_w_words,reference_words,uuid
DO,DO02,336656,"TRUCKSLOGIC DOMINICANA, S.A.S.",VOTH,DO,Resident,5100011039,E310000003535,1,PROF:,2026-03-20,2026-03-21,2026-03-21,2026,3,RE,,1006511,51056358382026,4500065247,MIRO,31,,,0000,,0,0,DOP,-343160.000000,DOP,-343160.000000,USD,-5727.340000,H,0055010101,Cuentas por pagar comerciales - terceros,,,RA,2026-04-03,2026-08-01,135,C120,FD - Fixed date 1 - (120days),120,Fecha Documento,C120,FD - Fixed date 1 - (120days),120,Fecha Documento,120,0.000,0,0.000,0,343160.000000,0.000000,0.000000,,2026-08-01,OUT,,,,,0.000000,343160.000000,DOP,,00000,SAP_WFRT,1.00000,,,,,,2026,2026-03-22T16:09:28.000Z,2026-03-22T16:09:28.000Z,5100011039DO022026,-343160,1006511,,
DO,DO02,336968,Tropigas Dominicana S A,VOTH,DO,Resident,5100011087,E310001080803,1,GAS LICUADO DE PETROLEO,2026-03-19,2026-03-21,2026-03-21,2026,3,RE,,1006026349,51056358392026,4500075582,MIRO,31,,,0000,,0,0,DOP,-57690.000000,DOP,-57690.000000,USD,-958.810000,H,0055010101,Cuentas por pagar comerciales - terceros,,,RA,2026-04-02,2026-07-01,105,P090,FD - Fixed date 1 - (90days),090,Fecha Contabilizacion,H051,Fixed Date 14 - (51 days),051,Fecha Documento,90,0.000,0,0.000,0,57690.000000,0.000000,0.000000,,2026-07-01,OUT,,,,,0.000000,57690.000000,DOP,,00000,SAP_WFRT,1.00000,,,,,,2026,2026-03-22T16:09:28.000Z,2026-03-22T16:09:28.000Z,5100011087DO022026,-57690,1006026349,,
DO,DO02,336413,DP WORLD LOGISTICS SRL,VOTH,DO,Resident,5100010901,E310000011225,1,TRASLADO,2026-02-10,2026-03-20,2026-03-20,2026,3,RE,,T-CMS-02730760,51056356142026,4500072362,MIRO,31,,,0000,,0,0,USD,-1728.450000,DOP,-103586.160000,USD,-1728.450000,H,0055010101,Cuentas por pagar comerciales - terceros,,,RM,2026-02-14,2026-04-05,55,K050,FD - Fixed date 4-14 - (50days),050,Fecha Documento,K045,FD - Fixed date 4-14 - (45days),045,Fecha Documento,50,0.000,0,0.000,0,1728.450000,0.000000,0.000000,,2026-04-05,OUT,,,,,0.000000,1728.450000,USD,,00000,SAP_WFRT,59.93010,,,,,,2026,2026-03-22T16:09:28.000Z,2026-03-22T16:09:28.000Z,5100010901DO022026,-1728,2730760,TCMS,
DO,DO02,337364,Administradora y Comercializadora d,VOTH,DO,Resident,5100008963,E310000002617,1,Sub Contrato de Trabajo,2026-03-04,2026-03-20,2026-03-20,2026,3,RE,,FA00075326,51056356032026,4500069455,MIRO,31,,,0000,,0,0,DOP,-808813.150000,DOP,-808813.150000,USD,-13499.090000,H,0055010101,Cuentas por pagar comerciales - terceros,,,RM,2026-03-11,2026-07-19,138,L130,FD - Fixed date 14-25 - (130days),130,Fecha Documento,K030,FD - Fixed date 4-14 - (30days),030,Fecha Documento,130,0.000,0,0.000,0,812527.530000,0.000000,0.000000,,2026-07-19,OUT,,,,,0.000000,808813.150000,DOP,,00000,SAP_WFRT,1.00000,,,,,,2026,2026-03-22T16:09:28.000Z,2026-03-22T16:09:28.000Z,5100008963DO022026,-808813,75326,FA,
DO,DO02,336413,DP WORLD LOGISTICS SRL,VOTH,DO,Resident,5100011075,E310000011927,1,TRASLADO,2026-02-26,2026-03-20,2026-03-20,2026,3,RE,,T-CMS-02738605,51056356742026,4500072336,MIRO,31,,,0000,,0,0,USD,-473.700000,DOP,-28388.890000,USD,-473.700000,H,0055010101,Cuentas por pagar comerciales - terceros,,,RM,2026-02-28,2026-04-19,53,K050,FD - Fixed date 4-14 - (50days),050,Fecha Documento,K045,FD - Fixed date 4-14 - (45days),045,Fecha Documento,50,0.000,0,0.000,0,473.700000,0.000000,0.000000,,2026-04-19,OUT,,,,,0.000000,473.700000,USD,,00000,SAP_WFRT,59.93010,,,,,,2026,2026-03-22T16:09:28.000Z,2026-03-22T16:09:28.000Z,5100011075DO022026,-473,2738605,TCMS,
DO,DO02,336413,DP WORLD LOGISTICS SRL,VOTH,DO,Resident,5100011170,E310000011140,1,TRASLADO,2026-02-10,2026-03-20,2026-03-20,2026,3,RE,,T-CMS-02730599,51056358222026,4500072338,MIRO,31,,,0000,,0,0,USD,-476.700000,DOP,-28568.680000,USD,-476.700000,H,0055010101,Cuentas por pagar comerciales - terceros,,,RM,2026-02-14,2026-04-05,55,K050,FD - Fixed date 4-14 - (50days),050,Fecha Documento,K045,FD - Fixed date 4-14 - (45days),045,Fecha Documento,50,0.000,0,0.000,0,476.700000,0.000000,0.000000,,2026-04-05,OUT,,,,,0.000000,476.700000,USD,,00000,SAP_WFRT,59.93010,,,,,,2026,2026-03-22T16:09:28.000Z,2026-03-22T16:09:28.000Z,5100011170DO022026,-476,2730599,TCMS,
DO,DO02,337405,Compania de Servicios Industriales,VOTH,DO,Resident,5100011038,E310000001522,1,Transporte,2026-03-12,2026-03-20,2026-03-20,2026,3,RE,,E310000001522,51056357682026,4500071484,MIRO,31,,,0000,,0,0,DOP,-316699.330000,DOP,-316699.330000,USD,-5285.710000,H,0055010101,Cuentas por pagar comerciales - terceros,,,RM,2026-04-02,2026-06-01,82,C060,FD - Fixed date 1 - (60days),060,Fecha Documento,P075,FD - Fixed date 1 - (75days),075,Fecha Contabilizacion,60,0.000,0,0.000,0,331887.400000,0.000000,0.000000,,2026-06-01,OUT,,,,,0.000000,316699.330000,DOP,,00000,SAP_WFRT,1.00000,,,,,,2026,2026-03-22T16:09:28.000Z,2026-03-22T16:09:28.000Z,5100011038DO022026,-316699,762356210,E,
DO,DO02,336360,LEGUIZAMON ENTERTAIMENT SRL,VOTH,DO,Resident,5100010821,B0100000343,1,Animación,2026-03-03,2026-03-20,2026-03-20,2026,3,RE,,0278,51056357162026,4500065716,MIRO,31,,,0000,,0,0,DOP,-39884.000000,DOP,-39884.000000,USD,-665.660000,H,0055010101,Cuentas por pagar comerciales - terceros,,,RM,2026-03-03,2026-07-01,121,C120,FD - Fixed date 1 - (120days),120,Fecha Documento,C120,FD - Fixed date 1 - (120days),120,Fecha Documento,120,0.000,0,0.000,0,39884.000000,0.000000,0.000000,,2026-07-01,OUT,,,,,0.000000,39884.000000,DOP,,00000,SAP_WFRT,1.00000,,,,,,2026,2026-03-22T16:09:28.000Z,2026-03-22T16:09:28.000Z,5100010821DO022026,-39884,278,,
DO,DO02,12686485,ENDULZZA DEL CARIBE SRL,VSUP,DO,Resident,5100010484,E310000006039,1,azucar,2026-03-16,2026-03-20,2026-03-20,2026,3,RE,,100034727,51056357992026,4500071813,MIRO,31,,,0000,,0,0,DOP,-1670572.390000,DOP,-1670572.390000,USD,-27881.850000,H,0055010101,Cuentas por pagar comerciales - terceros,,,RC,2026-04-01,2026-05-01,47,C030,FD - Fixed date 1 - (30days),030,Fecha Documento,K030,FD - Fixed date 4-14 - (30days),030,Fecha Documento,30,0.000,0,0.000,0,1670572.390000,0.000000,0.000000,,2026-05-01,OUT,,,,,0.000000,1670572.390000,DOP,,00000,SAP_WFRT,1.00000,,,,,,2026,2026-03-22T16:09:28.000Z,2026-03-22T16:09:28.000Z,5100010484DO022026,-1670572,100034727,,
DO,DO02,12686564,ALMACENES GRULLON SRL,VSUP,DO,Resident,5100010683,E310000003718,1,VINO TINTO LA FUERZA 12/1,2026-03-13,2026-03-20,2026-03-20,2026,3,RE,,00052979,51056357242026,"4500073985,",MIRO,31,,,0000,,0,0,DOP,-862125.000000,DOP,-862125.000000,USD,-14388.860000,H,0055010101,Cuentas por pagar comerciales - terceros,,,RL,2026-03-13,2026-04-12,31,K030,FD - Fixed date 4-14 - (30days),030,Fecha Documento,K030,FD - Fixed date 4-14 - (30days),030,Fecha Documento,30,0.000,0,0.000,0,862125.000000,0.000000,0.000000,,2026-04-12,OUT,,,,,0.000000,862125.000000,DOP,,00000,SAP_WFRT,1.00000,,,,,,2026,2026-03-22T16:09:28.000Z,2026-03-22T16:09:28.000Z,5100010683DO022026,-862125,52979,,
